"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,"[ALCANCE] [LEMBRETE] [LIVE [EEM] [AUTO] [FRIO] - LIVE AQUECIMENTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [LEMBRETE] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - AULA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [CONTEUDO] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - CORTES DA AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [CBO] [TODAS AS AULAS [EEM] [AUTO] [FRIO] - TODAS AS AULAS LIBERADAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,90,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [CBO] [TODAS AS AULAS [EEM] [AUTO] [FRIO] - CORTES DAS AULAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,200,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [CBO] [EEM][AUTO] [QUENTE] - RMKT",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,125,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [EEM][AUTO] [FRIO] - RMKT",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,350,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V2",inactive,"Clique de 7 dias",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V4",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V5",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V6",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V7",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V8",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - V9",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] OSDE - Depoimentos",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] REMARTKETING",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MMM] [CONVERSÃO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[AFILIAGRAM] [CONVERSÃO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] LISTA DE ESPERA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] LISTA DE ESPERA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Engajados",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO DE VÍDEO] [MARCOS]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ENGAJAMENTO] [MARCOS]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Cópia  — [CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE - TESTE DE CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE - ESACALA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Imersão [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] Venda Black - SDE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - BLACK",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Thruplay",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - 24 horas",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Reflexão sociedade",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Virada",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Anitta",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Thaís",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 12 a 18 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  INTERESSE - 8 a 17ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  SEMELHANTE - 8 a 17ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] -  INTERESSE - 8 a 17ADS - PAGINA 01 - ESCALA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 12 a 18 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [A DIRECÃO] [AUTO] [QUENTE]  - TESTE DE HIERARQUIA - NOVOS CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [A DIRECÃO] [AUTO] [FRIO]  - NOVOS CRIATIVOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [AQUECIMENTO] [A DIRECÃO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [AQUECIMENTO] [A DIRECÃO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] -  ADS 05 - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRAFEGO] [A DIRECÃO] [GRUPO VIP]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [A DIRECÃO] [AUTO] - MANISFESTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [A DIRECÃO] [AUTO] - ATIVAR O LEMBRETE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [A DIRECÃO] [AUTO] - LEMBRETE DO EVENTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [VENDAS] [PROVA SOCIAL] -RMKT - VAGAS ABERTAS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [VENDAS] [PROVA SOCIAL] -RMKT - VAGAS ABERTAS  - PROVA SOCIAL",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [A DIRECÃO] [AUTO] -BOLETO PARCELADO LIBERADO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MENSAGEM] SDM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] LP",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VÍDEO] LP",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] AULÃO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,15,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] BLACK FRIDAY",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Visitantes",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] OSDE - FB",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Semelhante",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] Famosos",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Engajados",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,250,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Processo Anitta",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,20,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VISUALIZAÇÃO] Explicando emoções",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,10,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Explicação",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,30,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO] - ABERTO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [QUENTE] - 8 a 12 ads -  PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 01",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 02",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [A DIRECÃO] [AUTO] [FRIO] - 8 a 12ADS - PAGINA 03",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Aceitar e reconhecer que...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Qual é a verdadeira...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Até quando você vai...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,11,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Sobrecarregado pelas...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Lembre-se: ninguém...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Seus resultados são...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: A solução para suas...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,6,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"Publicação do Instagram: Quais são os “pneus...",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,11,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
